,Word,Tag
550809,NATO,org
550812,Afghan,gpe
550829,Israel,geo
550855,Shimon,per
550856,Peres,per
550861,Prime,per
550862,Minister,per
550863,Ariel,per
550864,Sharon,per
550867,Mr.,per
550868,Peres,per
550871,Minister,per
550872,Ehud,per
550873,Olmert,per
550905,Sharon,per
550909,Israel,geo
550915,Gaza,geo
550916,Strip,geo
550926,Palestinians,gpe
550932,Israeli,gpe
550935,Thursday,tim
550936,night,tim
550940,Gaza,geo
550941,Strip,geo
550950,Palestinians,gpe
550954,Israeli,gpe
550957,Wednesday,tim
550958,night,tim
550961,Khan,geo
550962,Younis,geo
550966,Sudanese,gpe
550967,President,per
550968,Omar,per
550969,al-Bashir,per
550971,Sudan,gpe
550987,United,org
550992,Darfur,org
550998,International,org
550999,Criminal,org
551000,Court,org
551012,National,org
551013,Congress,org
551016,Mr.,per
551017,Bashir,per
551019,Saturday,tim
551021,Sudanese,gpe
551037,U.N.,org
551038,Security,org
551039,Council,org
551043,Thursday,tim
551054,Sudan,gpe
551057,Darfur,org
551064,Hague,geo
551068,Sudanese,gpe
551074,Khartoum,org
551076,today,tim
551085,Sudan,gpe
551091,France,geo
551098,President,per
551099,Bush,per
551105,Judge,per
551106,Samuel,per
551107,Alito,per
551114,United,org
551115,States,org
551116,Supreme,org
551117,Court,org
551122,White,org
551123,House,org
551124,Monday,tim
551129,Mr.,per
551130,Alito,org
551159,White,org
551160,House,org
551162,Harriet,per
551163,Miers,per
551182,Unlike,org
551183,Ms.,per
551184,Miers,per
551186,Mr.,per
551187,Alito,org
551200,15,tim
551207,U.S.,org
551208,Third,org
551209,Circuit,org
551210,Court,org
551211,of,org
551212,Appeals,org
551230,Senate,org
551232,Mr.,per
551233,Alito,org
551237,Justice,org
551238,Sandra,org
551239,Day,tim
551240,O'Connor,tim
551263,Pakistan,geo
551286,Thursday,tim
551292,Charsadda,geo
551300,Asfandyar,geo
551301,Wali,geo
551306,Awami,org
551307,National,org
551308,Party,org
551312,Wali,org
551324,United,org
551325,Nations,org
551328,Pakistan,geo
551332,Islamabad,org
551353,U.N.,geo
551370,Islamabad,geo
551376,Marriott,org
551377,Hotel,org
551395,Britain,geo
551408,Pakistan,geo
551411,Venezuelan,gpe
551432,President,per
551433,Hugo,per
551434,Chavez,per
551438,Sunday,tim
551442,Hello,geo
551444,President,per
551491,Mr.,per
551492,Chavez,per
551509,Mr.,per
551510,Chavez,per
551530,Venezuela,geo
551537,February,tim
551571,U.S.,geo
551574,Tim,per
551575,Russert,per
551580,Washington,geo
551583,NBC,org
551596,Washington,geo
551605,Russert,per
551611,1984,tim
551620,New,geo
551621,York,geo
551630,NBC,org
551632,Sunday,tim
551633,morning,tim
551639,Press,org
551640,"""",org
551642,1991,tim
551672,Russert,per
551690,Cuba,geo
551711,United,geo
551712,States,geo
551716,Granma,per
551723,United,geo
551724,States,geo
551738,Cuba,geo
551740,1959,tim
551750,Havana,geo
551765,French,gpe
551769,AFP,org
551791,Cuban,gpe
551792,President,per
551793,Fidel,per
551794,Castro,per
551805,Raul,per
551818,Cuban,gpe
551828,Castro,per
551864,Monday,tim
551868,The,org
551869,World,org
551870,Economic,org
551871,Forum,org
551873,Sweden,geo
551891,Sweden,geo
551930,United,geo
551931,States,geo
551934,17th,tim
551953,Pakistan,geo
551955,Turkey,geo
551957,Egypt,geo
551965,Switzerland,org
551967,Russia,org
551983,Turin,org
551986,Italy,geo
551989,Swiss,gpe
551991,Group,art
551992,A,art
551994,Germany,geo
552002,Sunday,tim
552009,Canada,geo
552012,Czech,gpe
552013,Republic,geo
552015,Switzerland,geo
552019,Group,org
552020,A,org
552022,Finland,per
552029,Czech,gpe
552030,Republic,geo
552032,Canada,geo
552045,later,tim
552046,Sunday,tim
552048,Slovakia,org
552057,Group,org
552058,B,org
552061,Kazakhstan,geo
552063,02-Jan,geo
552075,Russia,geo
552077,Latvia,geo
552079,09-Feb,geo
552086,Sweden,org
552098,United,geo
552099,States,geo
552113,Syria,geo
552118,United,org
552119,Nations,org
552124,U.N.,geo
552127,Vienna,geo
552129,Syrian,gpe
552136,Lebanese,gpe
552137,Prime,per
552139,Rafik,per
552140,Hariri,per
552145,Walid,per
552146,Moallem,per
552149,Friday,tim
552151,Damascus,geo
552153,Syria,geo
552189,U.N.,geo
552203,Kofi,per
552204,Annan,per
552206,Syria,geo
552219,United,org
552220,Nations,org
552229,Syrians,gpe
552231,Beirut,geo
552237,U.N.,org
552238,Security,org
552239,Council,org
552245,Syria,geo
552252,February,tim
552259,Syria,geo
552269,United,geo
552270,States,geo
552280,Indian,gpe
552283,New,org
552284,Delhi,org
552286,Saturday,tim
552293,Saturday,tim
552295,U.S.,org
552298,State,org
552299,Condoleezza,per
552300,Rice,per
552333,United,geo
552334,States,geo
552337,India,geo
552350,U.N.,org
552352,General,per
552353,Kofi,per
552354,Annan,per
552371,Pakistan,geo
552376,Information,org
552377,and,org
552378,Broadcasting,org
552380,Sheikh,per
552381,Rashid,per
552382,Ahmad,per
552398,Japan,geo
552409,Australian,gpe
552410,Prime,per
552412,John,per
552413,Howard,per
552415,British,org
552416,Foreign,org
552418,Jack,per
552419,Straw,per
552421,Chinese,gpe
552422,President,per
552423,Hu,per
552424,Jintao,per
552434,Azerbaijan,gpe
552444,Elmar,per
552445,Husseinov,per
552463,Friday,tim
552473,Mr.,per
552474,Husseinov,per
552478,weekly,tim
552479,Monitor,tim
552510,Baku,geo
552511,Wednesday,tim
552514,United,geo
552515,States,geo
552519,FBI,org
552530,President,per
552531,Ilham,per
552532,Aliyev,per
552557,Committee,org
552586,Socialist,per
552587,Michelle,per
552588,Bachelet,per
552593,Chile,geo
552600,Sunday,tim
552608,Sebastian,per
552609,Pinera,per
552616,Bachelet,per
552625,Pinera,per
552629,less,tim
552642,Bachelet,per
552662,President,per
552663,Ricardo,per
552664,Lagos,per
552685,Chile,geo
552691,European,org
552692,Space,org
552693,Agency,org
552696,Huygens,org
552708,Titan,tim
552719,American,gpe
552720,",",org
552721,European,org
552722,and,org
552723,Italian,gpe
552740,Friday,tim
552742,Huygens,org
552748,Titan,tim
552762,Cassini,per
552767,Earth,geo
552769,European,org
552783,few,tim
552801,Earth,geo
552807,Titan,tim
552814,Earth,geo
552830,President,per
552831,Bush,per
552858,White,org
552859,House,org
552860,Tuesday,tim
552862,Mr.,per
552863,Bush,per
552865,Katrina,nat
552881,President,per
552882,Bush,per
552914,Television,org
552919,New,geo
552920,Orleans,geo
552933,Katrina,nat
552939,White,org
552940,House,org
552942,President,per
552943,Bush,per
552949,Louisiana,geo
552951,Thursday,tim
552953,New,geo
552954,Orleans,geo
552956,Louis,per
552957,Armstrong,per
552966,Tuesday,tim
552982,Indian,geo
552983,Ocean,geo
552986,Indonesia,geo
552988,Sri,geo
552989,Lanka,geo
552991,2007,tim
552996,Tuesday,tim
552998,WFP,org
553022,WFP,org
553025,Asia,org
553027,Anthony,per
553028,Banbury,per
553063,WFP,org
553069,Maldives,geo
553071,Somalia,geo
553078,end,tim
553079,of,tim
553085,Burma,geo
553087,Thailand,geo
553090,mid,tim
553091,2005,tim
553093,Cuba,org
553102,European,org
553103,Union,org
553116,Minister,per
553117,Felipe,per
553118,Perez,per
553119,Roque,per
553122,Cuban,gpe
553131,Havana,geo
553132,Monday,tim
553134,Mr.,per
553135,Roque,per
553137,Cuban,gpe
553147,EU,org
553151,France,geo
553153,Germany,geo
553155,Britain,geo
553159,Cuba,geo
553162,European,org
553163,Union,org
553167,2003,tim
553170,Cuban,gpe
553177,President,per
553178,Fidel,per
553179,Castro,per
553200,European,org
553201,Union,org
553215,Iran,gpe
553229,al-Qaida,org
553232,Tehran,org
553244,Iranian,gpe
553248,Tuesday,tim
553271,Iran,geo
553278,al-Qaida,org
553293,Iran,gpe
553303,al-Qaida,org
553308,Indian,gpe
553309,Kashmir,geo
553345,Tuesday,tim
553354,Jammu,geo
553372,Srinagar,tim
553373,Wednesday,tim
553397,Indian,geo
553398,Kashmir,geo
553413,India,geo
553415,Pakistan,geo
553417,Kashmiri,gpe
553423,1989,tim
553425,Kashmir,geo
553432,Pakistan,geo
553446,Palestinian,gpe
553449,Prime,per
553450,Minister,per
553451,Ahmed,per
553452,Qureia,per
553461,Wednesday,tim
553463,Mr.,per
553464,Qureia,org
553473,Paris,geo
553486,Sunday,tim
553488,Palestinian,gpe
553494,Palestinian,gpe
553496,President,per
553497,Mahmoud,per
553498,Abbas,per
553511,Gaza,geo
553512,Strip,geo
553518,Mr.,per
553519,Abbas,org
553523,prime,per
553526,two,tim
553549,Gaza,geo
553555,Sunday,tim
553558,Palestinian,gpe
553576,Hamas,org
553587,Afghanistan,geo
553588,Wednesday,tim
553598,NATO,org
553613,the,geo
553614,Zahri,geo
553617,Kandahar,geo
553637,Kandahar,geo
553644,Afghan,gpe
553650,U.S.,geo
553663,U.S.,geo
553671,al-Qaida,org
553677,eastern,geo
553678,Afghanistan,geo
553686,Afghan,gpe
553693,Wednesday,tim
553694,morning,tim
553696,Nangarhar,geo
553709,al-Qaida,org
553741,Cuba,geo
553755,Carlos,per
553756,Borroto,per
553759,Cuba,geo
553761,Center,org
553762,for,org
553763,Genetic,org
553764,Engineering,org
553765,and,org
553766,Biotechnology,org
553771,Thursday,tim
553822,Cuba,geo
553831,Havana,geo
553847,November,tim
553848,27,tim
553850,Havana,geo
553852,Cuba,geo
553868,United,org
553869,Nations,org
553870,Security,org
553871,Council,org
553880,London,geo
553886,Thursday,tim
553898,Britain,geo
553910,British,gpe
553920,London,geo
553941,Madrid,geo
553945,2004,tim
553949,September,tim
553950,11,tim
553951,",",tim
553952,2001,tim
553956,United,geo
553957,States,geo
553959,U.N.,org
553960,Secretary-General,org
553961,Kofi,per
553962,Annan,per
553966,Scotland,geo
553972,Group,org
553973,of,org
553974,Eight,org
553981,London,geo
553992,Iraq,geo
553993,Wednesday,tim
553997,U.S.,geo
554000,Iraqi,gpe
554011,Iraqi,gpe
554024,eastern,geo
554025,Baghdad,geo
554036,Later,tim
554060,Riyadh,geo
554067,Kirkuk,geo
554074,Iraqi,gpe
554093,Baghdad,geo
554108,U.S.,geo
554112,General,per
554113,William,per
554114,Caldwell,per
554124,Iraqi,gpe
554136,French,gpe
554137,President,per
554138,Jacques,per
554139,Chirac,per
554170,Sunday,tim
554180,since,tim
554181,1995,tim
554183,Mr.,per
554184,Chirac,per
554192,France,geo
554206,Mr.,per
554207,Chirac,per
554226,later,tim
554227,date,tim
554241,mid-March,org
554246,April,tim
554257,French,gpe
554261,Mr.,per
554262,Chirac,per
554267,Mr.,per
554268,Chirac,per
554279,French,gpe
554290,Venezuelan,gpe
554291,President,per
554292,Hugo,per
554293,Chavez,per
554296,U.S.,org
554297,President,per
554298,George,per
554299,Bush,per
554305,U.S.,geo
554309,Mr.,per
554310,Chavez,per
554312,Friday,tim
554325,Venezuelan,gpe
554335,Paris,geo
554340,French,gpe
554341,President,per
554342,Nicolas,per
554343,Sarkozy,per
554345,Mr.,per
554346,Chavez,per
554348,President,per
554349,Sarkozy,per
554362,Friday,tim
554364,Mr.,per
554365,Chavez,per
554368,Russia,geo
554377,Russian,gpe
554378,President,per
554379,Dmitry,per
554380,Medvedev,per
554382,Russian,gpe
554393,Venezuela,geo
554399,Venezuelan,gpe
554408,Cuba,geo
554410,China,geo
554417,Portugal,geo
554423,John,per
554424,Paul,per
554448,Joaquin,per
554449,Navarro-Valls,per
554451,Wednesday,tim
554463,Rome,geo
554465,Gemelli,geo
554469,few,tim
554470,more,tim
554473,Italian,gpe
554474,Prime,per
554475,Minister,per
554476,Silvio,per
554477,Berlusconi,per
554488,two,tim
554489,or,tim
554490,three,tim
554500,Tuesday,tim
554523,Sunday,tim
554533,past,tim
554534,couple,tim
554535,of,tim
554542,Parkinson,geo
554566,Egypt,geo
554575,44th,org
554585,Arab,gpe
554592,Egyptian,gpe
554605,Sheik,geo
554606,Massoud,geo
554608,Minya,geo
554616,Cairo,geo
554621,Monday,tim
554633,Egypt,geo
554669,Egyptian,gpe
554700,Egyptian,gpe
554707,December,tim
554714,Sri,geo
554715,Lanka,geo
554799,U.S.,org
554800,Marines,org
554815,Sri,geo
554816,Lanka,geo
554817,later,tim
554818,Sunday,tim
554821,Marines,org
554834,Galle,geo
554836,Russia,geo
554838,China,geo
554848,Moscow,geo
554853,Tuesday,tim
554889,Russia,geo
554891,China,geo
554896,Kazakhstan,geo
554898,Kyrgyzstan,geo
554900,Tajikistan,geo
554903,Uzbekistan,geo
554910,Chelyabinsk,geo
554912,Russia,geo
554918,Kazakhstan,geo
554920,Britain,geo
554934,India,geo
554937,British,gpe
554940,India,geo
554955,India,geo
554967,British,gpe
554969,Secretary,per
554970,Jack,per
554971,Straw,per
554978,India,geo
554982,Pakistan,geo
554987,New,org
554988,Delhi,org
554989,and,org
554990,Washington,org
554996,India,geo
555019,U.N.,org
555027,United,geo
555028,States,geo
555030,India,geo
555035,India,geo
555053,Burmese,gpe
555056,Aung,per
555057,San,per
555058,Suu,per
555059,Kyi,per
555079,National,org
555080,League,org
555081,for,org
555082,Democracy,org
555086,Wednesday,tim
555107,May,tim
555109,General,per
555115,2010,tim
555141,Aung,per
555142,San,per
555143,Suu,per
555144,Kyi,per
555162,British,gpe
555169,1999,tim
555171,Aung,per
555172,San,per
555173,Suu,per
555174,Kyi,per
555176,National,org
555177,League,org
555178,for,org
555179,Democracy,org
555182,Burma,geo
555188,1990,tim
555202,India,geo
555210,Sunday,tim
555219,southern,geo
555220,India,geo
555253,Hyderabad,geo
555258,Andhra,geo
555259,Pradesh,geo
555273,Forbes,art
555274,Magazine,art
555279,2007,tim
555280,listing,tim
555281,of,tim
555283,World,tim
555305,Tom,per
555306,Cruise,per
555332,Mick,per
555333,Jagger,per
555338,Oprah,per
555339,Winfrey,per
555343,U2,org
555347,Tiger,per
555348,Woods,per
555385,African,gpe
555392,Togo,geo
555393,Friday,tim
555420,Nigeria,geo
555422,Niger,gpe
555424,Benin,geo
555426,Mali,geo
555428,Ghana,geo
555432,Togo,geo
555440,President,per
555441,Gnassingbe,per
555442,Eyadema,per
555445,Saturday,tim
555457,2008,tim
555460,African,gpe
555463,Togo,geo
555501,Economic,org
555502,Community,org
555503,of,org
555504,West,org
555505,African,org
555506,States,org
555508,ECOWAS,org
555523,Togo,geo
555532,Faure,per
555533,Gnassingbe,per
555546,China,org
555547,'s,org
555548,Commerce,org
555549,Ministry,org
555555,Beijing,geo
555557,Washington,geo
555562,two,tim
555570,San,geo
555571,Francisco,geo
555573,California,geo
555580,Thursday,tim
555587,Chinese,gpe
555602,U.S.,geo
555605,Chinese,gpe
555610,American,gpe
555617,Chinese,gpe
555630,U.S.,geo
555641,Chinese,gpe
555645,American,gpe
555656,U.S.,geo
555678,United,geo
555679,States,geo
555688,Luxembourg,geo
555689,Sunday,tim
555696,European,org
555697,Union,org
555701,Turkey,org
555703,EU,org
555712,Luxembourg,geo
555719,Monday,tim
555728,Turkey,org
555739,Sunday,tim
555752,Austria,geo
555758,Turkey,org
555764,Ankara,geo
555768,EU,org
555771,Turkey,org
555786,Iran,geo
555803,European,org
555804,Union,org
555820,Britain,geo
555822,France,geo
555824,Germany,geo
555825,Tuesday,tim
555831,Iran,geo
555837,Isfahan,geo
555850,Tehran,org
555859,European,org
555860,Union,org
555863,United,geo
555864,States,geo
555872,Tehran,org
555883,State,org
555884,Department,org
555886,Tom,per
555887,Casey,per
555890,Iran,geo
555898,European,org
555899,Union,org
555901,U.S.,geo
555909,United,org
555910,Nations,org
555911,Security,org
555912,Council,org
555915,U.N.,org
555916,International,org
555917,Atomic,org
555918,Energy,org
555919,Agency,org
555921,Iranian,gpe
555934,Afghan,gpe
555958,Ghazni,geo
555975,Ghor,geo
555987,Sunday,tim
555990,British,gpe
555994,British,gpe
556003,Afghanistan,geo
556006,Helmand,geo
556017,British,gpe
556022,Afghanistan,geo
556023,since,tim
556024,2001,tim
556027,Prime,per
556029,Gordon,per
556030,Brown,per
556031,Monday,tim
556060,Sunday,tim
556063,Afghan,gpe
556068,British,org
556069,Broadcasting,org
556070,Corporation,org
556075,Helmand,geo
556085,U.S.,org
556089,Condoleezza,per
556090,Rice,per
556106,VOA,org
556107,Dr.,per
556108,Rice,per
556119,Washington,geo
556121,Friday,tim
556161,Dr.,per
556162,Rice,per
556174,Monday,tim
556186,President,per
556187,Bush,per
556189,Tuesday,tim
556193,State,org
556194,Department,org
556201,Nebraska,org
556202,Governor,org
556203,Dave,per
556204,Heineman,per
556218,Cuba,geo
556225,Tuesday,tim
556227,Havana,geo
556229,Cuba,geo
556235,Alimport,org
556237,Nebraska,org
556250,Cubans,gpe
556257,Havana,geo
556264,Heineman,per
556282,Cuba,geo
556287,U.S.,geo
556302,U.S.,org
556303,Congress,org
556305,2000,tim
556307,American,gpe
556314,Cuba,geo
556323,Pakistan,geo
556333,Monday,tim
556355,Qilla,geo
556356,Saifullah,geo
556362,Afghan,gpe
556368,Baluchistan,geo
556381,Afghan,gpe
556412,Pakistani,gpe
556425,Afghanistan,geo
556429,Pakistani,gpe
556432,U.S.,geo
556451,Iran,gpe
556457,President,per
556458,Bush,per
556462,Tehran,geo
556465,Mr.,per
556466,Bush,per
556470,American,gpe
556482,Iran,geo
556488,Ayatollah,per
556489,Ali,per
556490,Khamenei,per
556494,Tehran,geo
556495,Thursday,tim
556497,Iran,geo
556530,Wednesday,tim
556531,night,tim
556533,President,per
556534,Bush,per
556536,Iran,geo
556557,United,geo
556558,States,geo
556562,Iranian,gpe
556569,Iran,gpe
556584,Mr.,per
556585,Bush,per
556591,Iran,geo
556605,Taleban,org
556620,Afghanistan,geo
556629,Afghan,gpe
556646,U.S.,geo
556651,Kunar,geo
556654,Tuesday,tim
556657,Tuesday,tim
556663,Kabul,geo
556677,day,tim
556687,Lashkar,geo
556688,Gah,geo
556691,Helmand,geo
556696,Taleban,org
556714,Taleban,org
556721,Kandahar,geo
556727,Americans,gpe
556739,Thursday,tim
556744,Labor,org
556745,Department,org
556758,one,tim
556764,11th,tim
556784,U.S.,geo
556810,U.S.,geo
556821,nine,tim
556823,in,tim
556824,February,tim
556827,Commerce,org
556828,Department,org
556835,Americans,gpe
556861,February,tim
556871,U.S.,geo
556877,two-year,tim
556880,Foxy,per
556881,Brown,per
556891,Fort,geo
556892,Lauderdale,geo
556894,Florida,geo
556922,Foxy,per
556923,Brown,per
556927,Inga,per
556928,Marchand,per
556929,-,per
556937,Fort,geo
556938,Lauderdale,geo
556955,Foxy,per
556956,Brown,per
556971,1997,tim
556989,North,geo
556990,Carolina,geo
556993,October,tim
557016,New,geo
557017,York,geo
557018,City,geo
557020,Israel,geo
557028,Gaza,org
557029,Strip,org
557030,and,org
557031,Egypt,org
557038,several,tim
557054,Gaza,org
557055,Palestinians,gpe
557068,Israeli,gpe
557072,December,tim
557077,Israeli,gpe
557083,Israeli,gpe
557085,Palestinian,gpe
557094,Israel,geo
557102,West,org
557103,Bank,org
557107,Palestinian,gpe
557124,Tuesday,tim
557131,Palestinians,gpe
557133,Israeli,gpe
557141,Gaza,org
557142,Strip,org
557144,Palestinian,gpe
557164,Chinese,gpe
557190,Sunday,tim
557192,Communist,org
557193,Party,org
557227,China,geo
557248,China,geo
557256,United,geo
557257,States,geo
557261,China,geo
557273,Chinese,gpe
557282,Beijing,geo
557299,U.S.,org
557301,President,per
557302,Joe,per
557303,Biden,per
557308,Afghanistan,geo
557319,al-Qaida,org
557323,United,geo
557324,States,geo
557335,American,gpe
557338,Indianapolis,geo
557339,Monday,tim
557341,Biden,per
557347,al-Qaida,org
557356,Taliban,org
557375,Afghanistan,geo
557380,December,tim
557385,International,org
557386,Security,org
557387,Assistance,org
557388,Force,org
557390,Afghanistan,geo
557402,Monday,tim
557409,Hungarian,gpe
557413,French,gpe
557415,The,org
557416,Associated,org
557417,Press,org
557423,American,gpe
557434,eastern,geo
557435,Afghanistan,geo
557449,Poland,gpe
557462,European,org
557463,Union,org
557479,56,tim
557480,Tuesday,tim
557490,EU,org
557494,French,gpe
557496,Dutch,gpe
557499,2005,tim
557501,Poland,gpe
557511,Wednesday,tim
557513,President,per
557514,Lech,per
557515,Kaczynski,per
557529,Poland,gpe
557541,EU,org
557542,Treaty,org
557545,Polish,gpe
557560,Polish,gpe
557566,EU,org
557570,EU,org
557571,Treaty,org
557581,France,geo
557583,Hungary,geo
557585,Slovenia,geo
557587,Malta,geo
557589,Romania,geo
557612,United,org
557613,Farm,org
557614,Workers,org
557712,Washington,geo
557720,December,tim
557730,Thailand,geo
557732,Iraqi,gpe
557751,Baghdad,geo
557764,Iraqi,gpe
557773,Haswa,geo
557780,Iraq,geo
557783,Prime,per
557784,Minister,per
557785,Ahmad,per
557786,Chalabi,per
557800,Baghdad,geo
557802,Iraqi,gpe
557805,Mr.,per
557806,Chalabi,per
557816,U.S.,geo
557820,U.S.,geo
557830,Baghdad,geo
557832,Saturday,tim
557849,Haditha,geo
557853,Somalia,geo
557884,Mogadishu,geo
557885,Sunday,tim
557896,Alliance,org
557897,for,org
557898,Restoration,org
557899,of,org
557900,Peace,org
557901,and,org
557902,Counter,org
557903,Terrorism,org
557933,March,tim
557936,Somalis,gpe
557946,U.S.,geo
557958,U.S.,org
557959,State,org
557960,Department,org
557979,Somalia,geo
557988,1991,tim
557994,President,per
557995,Siad,per
557996,Barre,per
558012,Pakistan,geo
558018,India,geo
558024,Kashmir,org
558035,Brussels,geo
558036,Tuesday,tim
558038,President,per
558039,Pervez,per
558040,Musharraf,per
558058,Pakistan,geo
558065,India,geo
558073,Himalayan,geo
558082,Kashmir,org
558096,Mr.,per
558097,Musharraf,per
558103,Indian,gpe
558104,Prime,per
558105,Minister,per
558106,Manmohan,per
558107,Singh,per
558118,Non-Aligned,org
558119,Movement,org
558121,Cuba,geo
558128,Pakistan,geo
558133,U.N.,org
558134,General,org
558135,Assembly,org
558137,New,geo
558138,York,geo
558142,Washington,geo
558146,President,per
558147,Bush,per
558154,China,geo
558169,Xinhua,org
558181,Shaanxi,geo
558191,Saturday,tim
558192,night,tim
558209,Sunday,tim
558216,Xinhua,org
558226,Hunan,geo
558232,Sunday,tim
558247,Gansu,geo
558250,Xinhua,org
558263,Sunday,tim
558265,China,geo
558289,Polish,gpe
558299,Iran,geo
558305,Auschwitz,geo
558311,II,eve
558316,Polish,gpe
558319,Stefan,per
558320,Mellar,per
558326,Iran,geo
558333,Holocaust,geo
558336,Iranian,gpe
558337,President,per
558338,Mahmoud,per
558339,Ahmadinejad,per
558350,Auschwitz,geo
558353,Friday,tim
558358,Holocaust,geo
558379,Auschwitz,geo
558388,Jews,per
558394,Iran,geo
558398,Portugal,geo
558408,Holocaust,geo
558428,Auschwitz,geo
558434,15,tim
558445,Iraq,geo
558463,Baghdad,geo
558473,mini-bus,tim
558474,Monday,tim
558482,Iskandariyah,geo
558504,Baghdad,geo
558533,U.S.,geo
558537,American,gpe
558541,today,tim
558553,western,geo
558554,Baghdad,geo
558570,U.S,org
558577,Abu,geo
558578,Ghraib,geo
558584,Muslim,tim
558585,holy,tim
558587,of,tim
558588,Ramadan,tim
558603,NATO,org
558606,Afghanistan,geo
558630,NATO,org
558636,Afghanistan,geo
558638,Hikmet,geo
558639,Cetin,geo
558649,July,tim
558662,International,org
558663,Security,org
558664,Assistance,org
558665,Force,org
558666,ISAF,org
558668,Mr.,per
558669,Cetin,geo
558687,September,tim
558689,Turkey,org
558693,ISAF,org
558694,Sunday,tim
558697,French,gpe
558703,Kabul,geo
558709,six-month,tim
558712,Turkey,org
558724,Taleban,org
558727,2001,tim
558731,Zimbabwe,geo
558752,Tuesday,tim
558760,Ministry,org
558761,of,org
558762,State,org
558763,of,org
558764,National,org
558765,Security,org
558790,10,tim
558813,Philip,org
558814,Chiyangwa,org
558819,Mashonaland,geo
558820,West,geo
558839,Mozambique,geo
558841,Godfrey,geo
558842,Dzvairo,geo
558849,Itai,per
558850,Marchi,per
558852,Kenny,per
558853,Karidza,per
558859,Tendai,org
558860,Matambanadzo,org
558882,Afghan,gpe
558897,Helmand,geo
558905,U.S.,geo
558912,Sunday,tim
558916,Americans,gpe
558921,Afghan,gpe
558925,Afghan,gpe
558939,Naad,geo
558940,Ali,geo
558944,Taliban,org
558947,Yousuf,per
558948,Ahmadi,per
558952,French,org
558953,News,org
558954,Agency,org
558956,Taliban,org
558965,American,gpe
558969,Afghan,gpe
558972,U.S.,geo
558981,Southern,geo
558982,Afghanistan,geo
559006,United,geo
559007,States,geo
559015,Taliban,org
559025,Afghanistan,geo
559027,Zimbabwe,geo
559039,NGOs,org
559056,Herald,per
559067,NGOs,org
559081,United,org
559082,Nations,org
559083,Development,org
559084,Program,org
559094,Zimbabwe,geo
559098,Paul,per
559099,Mangwana,per
559120,NGOs,org
559122,Zimbabwe,geo
559142,within,tim
559143,one,tim
559154,President,per
559155,Bush,per
559157,Democrats,per
559159,Congress,org
559165,Iraq,geo
559168,Washington,geo
559169,Post-ABC,geo
559170,News,geo
559182,President,per
559183,Bush,per
559185,Iraq,geo
559195,Democrats,per
559197,Congress,org
559203,Nearly,tim
559204,half,tim
559211,Democrats,per
559220,President,per
559221,Bush,per
559246,More,tim
559247,than,tim
559248,half,tim
559249,of,tim
559263,U.S.,geo
559267,Iraq,geo
559270,first,tim
559272,of,tim
559273,2008,tim
559276,President,per
559277,Hugo,per
559278,Chavez,per
559283,U.S.,geo
559293,Venezuela,geo
559301,Friday,tim
559306,Mr.,per
559307,Chavez,per
559312,U.S.,org
559313,Embassy,org
559315,Caracas,geo
559322,Venezuelan,gpe
559333,U.S.,org
559334,Embassy,org
559336,Reuters,org
559348,Mr.,per
559349,Chavez,per
559367,U.S.,org
559368,Defense,org
559369,Department,org
559396,Mr.,per
559397,Chavez,per
559401,1999,tim
559404,U.S.,geo
559407,Venezuela,geo
559425,Russian,gpe
559427,General,per
559437,Chechnya,geo
559438,Wednesday,tim
559441,Chechen,gpe
559444,Aslan,per
559445,Maskhadov,per
559450,Russia,geo
559453,General,per
559458,Wednesday,tim
559467,Russian,gpe
559482,Mr.,per
559483,Maskhadov,geo
559485,Russian,gpe
559486,President,per
559487,Vladimir,per
559488,Putin,per
559510,Mr.,per
559511,Maskhadov,geo
559526,Russian,gpe
559529,President,per
559530,Putin,per
559543,Chechnya,geo
559545,Russian,gpe
559549,Mr.,per
559550,Maskhadov,geo
559558,'s,tim
559559,Beslan,tim
559564,Dubrovka,geo
559569,Russia,geo
559583,Mr.,per
559584,Maskhadov,geo
559588,Meridian,org
559589,National,org
559590,Corp.,org
559602,McAlpine,org
559623,Meridian,org
559629,McAlpine,org
559651,Meridian,org
559652,National,org
559663,Meridian,org
559673,one-year,tim
559674,term,tim
559683,McAlpine,org
559684,group,org
559708,McAlpine,org
559719,Meridian,org
559722,Haden,geo
559723,MacLellan,geo
559724,Holding,geo
559725,PLC,org
559726,of,geo
559727,Surrey,geo
559729,England,geo
559737,Meridian,org
559747,William,per
559748,Feniger,per
559754,Toledo,geo
559756,Ohio-based,geo
559757,Meridian,geo
559759,Albania,gpe
559765,Ottoman,org
559766,Empire,org
559768,1912,tim
559774,Italy,geo
559776,1939,tim
559785,1944,tim
559787,Albania,gpe
559793,USSR,org
559796,1960,tim
559802,China,geo
559805,1978,tim
559811,1990s,tim
559813,Albania,geo
559861,Albania,gpe
559875,1991,tim
559904,1997,tim
559917,one,tim
559918,of,tim
559919,Albania,geo
559925,2009,tim
559941,Parliament,geo
559945,Movement,org
559946,for,org
559947,Socialist,org
559948,Integration,org
559950,LSI,org
559954,Democratic,geo
559955,Party,geo
559970,Albania,geo
559975,Socialist,org
559976,Party,org
559978,SP,org
559986,Parliament,org
559991,September,tim
559992,2009,tim
560004,June,tim
560005,2009,tim
560008,Albania,gpe
560010,NATO,org
